name,company,place,salary,education,experience,label,scale,href,key_word,salary_avg,experience_years,education_level,scale_value,cluster
物联网专家,用友网络科技股份有限公司,北京-海淀区,20-40k,本科,5-10年,,,https://www.liepin.com/job/1959352055.shtml,物联网,30.0,7.5,3,0,3
物联网架构师,北京易二零环境股份有限公司,北京,20-25k,本科,3-5年,,,https://www.liepin.com/job/1951566453.shtml,物联网,22.5,4.0,3,0,4
物联网产品经理,北京赤恒科技有限公司,北京-顺义区,20-40k·13薪,本科,经验不限,,,https://www.liepin.com/job/1950328507.shtml,物联网,30.0,0.5,3,0,2
物联网架构师,用友网络科技股份有限公司,北京-海淀区,30-50k,本科,10年以上,,,https://www.liepin.com/job/1949049095.shtml,物联网,40.0,10.0,3,0,3
物联网市场人员,北京原真在线监测技术有限公司,北京-昌平区,6-10k,大专,1-3年,,,https://www.liepin.com/job/1947736557.shtml,物联网,8.0,2.0,2,0,4
物联网实施工程师,意泰柯科技(北京)有限公司,北京-丰台区,7-11k,大专,经验不限,,,https://www.liepin.com/job/1945471399.shtml,物联网,9.0,0.5,2,0,4
物联网后端架构师,北京太平宝迪科技发展有限公司,北京-丰台区,20-30k·13薪,本科,1-3年,,,https://www.liepin.com/job/1944772323.shtml,物联网,25.0,2.0,3,0,4
物联网行业客户销售经理,北纬科技,北京,20-35k,统招本科,5-10年,,,https://www.liepin.com/job/1938459055.shtml,物联网,27.5,7.5,3,0,3
物联网技术支持工程师,北京容域普达科技有限公司,北京-海淀区,6-12k,大专,1-3年,,,https://www.liepin.com/job/1933729085.shtml,物联网,9.0,2.0,2,0,4
物联网开发工程师,北京加油吧科技有限公司,北京-朝阳区,8-12k,本科,1-3年,,,https://www.liepin.com/job/1929624973.shtml,物联网,10.0,2.0,3,0,4
物联网渠道分销经理（网络设备）,北纬科技,北京,15-25k,大专,10年以上,,,https://www.liepin.com/job/1929276081.shtml,物联网,20.0,10.0,2,0,3
物联网产品经理,蜀海(北京)食品有限公司,北京-丰台区,13-21k,大专,1-3年,,,https://www.liepin.com/job/1923643763.shtml,物联网,17.0,2.0,2,0,4
物联网运营,广西东信易联科技有限公司,北京-海淀区,10-15k,本科,3-5年,,,https://www.liepin.com/job/1920456395.shtml,物联网,12.5,4.0,3,0,4
AI 产品经理（能源、物联网）,某北京大型运营商/增值服务公司,北京-通州区,20-30k,统招本科,5-10年,,,https://www.liepin.com/a/69749161.shtml,物联网,25.0,7.5,3,0,3
硬件产品经理（能源、物联网）,某北京大型运营商/增值服务公司,北京-通州区,20-30k,统招本科,5-10年,,,https://www.liepin.com/a/69748913.shtml,物联网,25.0,7.5,3,0,3
硬件产品经理（能源、物联网）,某北京大型运营商/增值服务公司,北京-通州区,20-30k,统招本科,5-10年,,,https://www.liepin.com/a/69748911.shtml,物联网,25.0,7.5,3,0,3
物联网芯片研发（射频电路设计/处理器内核开发/超低功耗设计等方向）,某国内电子/半导体/集成电路公司,北京,25-50k·15薪,博士,经验不限,,,https://www.liepin.com/a/69717145.shtml,物联网,37.5,0.5,5,0,2
AI产品经理(物联网、能源),某北京大型运营商/增值服务公司,北京,20-25k,统招本科,3-5年,,,https://www.liepin.com/a/69666535.shtml,物联网,22.5,4.0,3,0,4
销售工程师（工业物联网）,四信数字科技集团,北京-海淀区,10-15k,本科,3年以上,,,https://www.liepin.com/job/1979118441.shtml,物联网,12.5,3.0,3,0,4
在线办公/私活/物联网开发-农业行业,江东才俊(上海)科技有限公司,北京-海淀区,28-35k,大专,5-10年,,,https://www.liepin.com/job/1979064871.shtml,物联网,31.5,7.5,2,0,3
物联网解决方案助理,北京敢为数智科技有限公司,北京-丰台区,10-15k,本科,经验不限,,,https://www.liepin.com/job/1978819333.shtml,物联网,12.5,0.5,3,0,4
物联网解决方案工程师,北京敢为数智科技有限公司,北京-丰台区,12-16k,统招本科,1-3年,北京敢为数智科技有限公司,50-99人,https://www.liepin.com/job/1959177053.shtml,物联网,14.0,2.0,3,0,4
物联网云平台架构师,北京清晟智控科技有限公司,北京,20-30k,本科,3-5年,北京清晟智控科技有限公司 天使轮,1-49人,https://www.liepin.com/job/1958457309.shtml,物联网,25.0,4.0,3,0,4
物联网相关专业,九九智付(北京)科技有限公司,北京-丰台区,5-6k,大专,1年以下,九九智付(北京)科技有限公司 C轮,50-99人,https://www.liepin.com/job/1934629513.shtml,物联网,5.5,1.0,2,0,4
物联网渠道销售（物联网卡/通信设备）,北纬科技,北京,10-15k,大专,1-3年,北纬科技 沪深A股上市,100-499人,https://www.liepin.com/job/1932957519.shtml,物联网,12.5,2.0,2,2,4
物联网产品经理（B2B）,北纬科技,北京,18-30k,本科,5-10年,北纬科技 沪深A股上市,100-499人,https://www.liepin.com/job/1924463669.shtml,物联网,24.0,7.5,3,2,3
物联网渠道销售经理（物联网卡/通信模组）,北纬科技,北京,15-20k,大专,5-10年,北纬科技 沪深A股上市,100-499人,https://www.liepin.com/job/1924311591.shtml,物联网,17.5,7.5,2,2,3
物联网负责人,大庆子胜科技有限公司,北京-朝阳区,50-80k·14薪,统招本科,5-10年,大庆子胜科技有限公司 融资未公开,1-49人,https://www.liepin.com/job/1917100953.shtml,物联网,65.0,7.5,3,0,3
物联网产品经理,北纬科技,北京,18-30k,本科,5-10年,北纬科技 沪深A股上市,100-499人,https://www.liepin.com/job/1915771792.shtml,物联网,24.0,7.5,3,2,3
云产品总监（物联网）,北纬科技,北京,30-40k,统招本科,10年以上,北纬科技 沪深A股上市,100-499人,https://www.liepin.com/job/1915652512.shtml,物联网,35.0,10.0,3,2,3
物联网技术经理,某北京互联网公司,北京,20-30k,大专,5-10年,某北京互联网公司 融资未公开,1-49人,https://www.liepin.com/a/69667091.shtml,物联网,25.0,7.5,2,0,3
工业物联网产品总监（国有控股公司）,携汇智联技术(北京)有限公司,北京-顺义区,30-50k,本科,经验不限,携汇智联技术(北京)有限公司 不需要融资,50-99人,https://www.liepin.com/job/1978648211.shtml,物联网,40.0,0.5,3,0,2
物联网平台架构师,旭阳集团,北京-丰台区,18-30k,统招本科,5年以上,旭阳集团 港股上市,10000人以上,https://www.liepin.com/job/1975803137.shtml,物联网,24.0,5.0,3,5,1
工业物联网行业销售工程师,北京映翰通网络技术股份有限公司,北京-朝阳区,20-30k,统招本科,2年以上,北京映翰通网络技术股份有限公司 科创板上市,100-499人,https://www.liepin.com/job/1975626189.shtml,物联网,25.0,2.0,3,2,4
CC2530/ZigBee/物联网开发顾问,中软国际科技,北京-海淀区,13-20k,统招本科,3-5年,中软国际科技,10000人以上,https://www.liepin.com/job/1972061375.shtml,物联网,16.5,4.0,3,5,1
物联网平台开发工程师(J10627),北京建院,北京-西城区,15-25k,统招本科,3年以上,北京建院,2000-5000人,https://www.liepin.com/job/1971791301.shtml,物联网,20.0,3.0,3,0,4
物联网工程师,北京雨根科技有限公司,北京-海淀区,15-20k,统招本科,3年以上,北京雨根科技有限公司,1-49人,https://www.liepin.com/job/1971035261.shtml,物联网,17.5,3.0,3,0,4
物联网市场总监(TOB),北纬科技,北京,25-40k,本科,10年以上,北纬科技 沪深A股上市,100-499人,https://www.liepin.com/job/1970472177.shtml,物联网,32.5,10.0,3,2,3
农业物联网设备实施工程师,北京中农蔚来科技有限公司,北京-海淀区,8-15k,大专,经验不限,北京中农蔚来科技有限公司,50-99人,https://www.liepin.com/job/1968113231.shtml,物联网,11.5,0.5,2,0,4
物联网专家,用友网络科技股份有限公司,北京-海淀区,20-40k,本科,5-10年,用友网络科技股份有限公司 已上市,10000人以上,https://www.liepin.com/job/1959352055.shtml,物联网,30.0,7.5,3,5,1
物联网架构师,北京易二零环境股份有限公司,北京,20-25k,本科,3-5年,北京易二零环境股份有限公司 新三板上市,100-499人,https://www.liepin.com/job/1951566453.shtml,物联网,22.5,4.0,3,2,4
物联网产品经理,北京赤恒科技有限公司,北京-顺义区,20-40k·13薪,本科,经验不限,北京赤恒科技有限公司,1-49人,https://www.liepin.com/job/1950328507.shtml,物联网,30.0,0.5,3,0,2
物联网架构师,用友网络科技股份有限公司,北京-海淀区,30-50k,本科,10年以上,用友网络科技股份有限公司 已上市,10000人以上,https://www.liepin.com/job/1949049095.shtml,物联网,40.0,10.0,3,5,1
物联网市场人员,北京原真在线监测技术有限公司,北京-昌平区,6-10k,大专,1-3年,北京原真在线监测技术有限公司 融资未公开,1-49人,https://www.liepin.com/job/1947736557.shtml,物联网,8.0,2.0,2,0,4
物联网实施工程师,意泰柯科技(北京)有限公司,北京-丰台区,7-11k,大专,经验不限,意泰柯科技(北京)有限公司,1-49人,https://www.liepin.com/job/1945471399.shtml,物联网,9.0,0.5,2,0,4
物联网后端架构师,北京太平宝迪科技发展有限公司,北京-丰台区,20-30k·13薪,本科,1-3年,北京太平宝迪科技发展有限公司,100-499人,https://www.liepin.com/job/1944772323.shtml,物联网,25.0,2.0,3,2,4
物联网行业客户销售经理,北纬科技,北京,20-35k,统招本科,5-10年,北纬科技 沪深A股上市,100-499人,https://www.liepin.com/job/1938459055.shtml,物联网,27.5,7.5,3,2,3
物联网技术支持工程师,北京容域普达科技有限公司,北京-海淀区,6-12k,大专,1-3年,北京容域普达科技有限公司 融资未公开,1-49人,https://www.liepin.com/job/1933729085.shtml,物联网,9.0,2.0,2,0,4
物联网开发工程师,北京加油吧科技有限公司,北京-朝阳区,8-12k,本科,1-3年,北京加油吧科技有限公司 天使轮,1-49人,https://www.liepin.com/job/1929624973.shtml,物联网,10.0,2.0,3,0,4
物联网渠道分销经理（网络设备）,北纬科技,北京,15-25k,大专,10年以上,北纬科技 沪深A股上市,100-499人,https://www.liepin.com/job/1929276081.shtml,物联网,20.0,10.0,2,2,3
物联网产品经理,蜀海(北京)食品有限公司,北京-丰台区,13-21k,大专,1-3年,蜀海(北京)食品有限公司 战略融资,2000-5000人,https://www.liepin.com/job/1923643763.shtml,物联网,17.0,2.0,2,0,4
物联网运营,广西东信易联科技有限公司,北京-海淀区,10-15k,本科,3-5年,广西东信易联科技有限公司,1-49人,https://www.liepin.com/job/1920456395.shtml,物联网,12.5,4.0,3,0,4
AI 产品经理（能源、物联网）,某北京大型运营商/增值服务公司,北京-通州区,20-30k,统招本科,5-10年,某北京大型运营商/增值服务公司 融资未公开,5000-10000人,https://www.liepin.com/a/69749161.shtml,物联网,25.0,7.5,3,5,1
硬件产品经理（能源、物联网）,某北京大型运营商/增值服务公司,北京-通州区,20-30k,统招本科,5-10年,某北京大型运营商/增值服务公司 融资未公开,5000-10000人,https://www.liepin.com/a/69748913.shtml,物联网,25.0,7.5,3,5,1
硬件产品经理（能源、物联网）,某北京大型运营商/增值服务公司,北京-通州区,20-30k,统招本科,5-10年,某北京大型运营商/增值服务公司 融资未公开,5000-10000人,https://www.liepin.com/a/69748911.shtml,物联网,25.0,7.5,3,5,1
物联网芯片研发（射频电路设计/处理器内核开发/超低功耗设计等方向）,某国内电子/半导体/集成电路公司,北京,25-50k·15薪,博士,经验不限,某国内电子/半导体/集成电路公司 B轮,100-499人,https://www.liepin.com/a/69717145.shtml,物联网,37.5,0.5,5,2,2
AI产品经理(物联网、能源),某北京大型运营商/增值服务公司,北京,20-25k,统招本科,3-5年,某北京大型运营商/增值服务公司 融资未公开,5000-10000人,https://www.liepin.com/a/69666535.shtml,物联网,22.5,4.0,3,5,1
销售工程师（工业物联网）,四信数字科技集团,北京-海淀区,10-15k,本科,3年以上,四信数字科技集团,500-999人,https://www.liepin.com/job/1979118441.shtml,物联网,12.5,3.0,3,3,4
在线办公/私活/物联网开发-农业行业,江东才俊(上海)科技有限公司,北京-海淀区,28-35k,大专,5-10年,江东才俊(上海)科技有限公司,1-49人,https://www.liepin.com/job/1979064871.shtml,物联网,31.5,7.5,2,0,3
物联网解决方案助理,北京敢为数智科技有限公司,北京-丰台区,10-15k,本科,经验不限,北京敢为数智科技有限公司,50-99人,https://www.liepin.com/job/1978819333.shtml,物联网,12.5,0.5,3,0,4
产品经理,西安森科软件开发有限公司,西安-高新区,10-18k,统招本科,5-10年,西安森科软件开发有限公司,50-99人,https://www.liepin.com/job/1970848555.shtml,物联网,14.0,7.5,3,0,3
WW-产研负责人/CTO,北京万维盈创科技发展有限公司,西安-高新区,35-45k,统招本科,5-10年,北京万维盈创科技发展有限公司,500-999人,https://www.liepin.com/job/1970621129.shtml,物联网,40.0,7.5,3,3,1
WW-软件技术总监,北京万维盈创科技发展有限公司,西安-高新区,25-35k,统招本科,5-10年,北京万维盈创科技发展有限公司,500-999人,https://www.liepin.com/job/1970620079.shtml,物联网,30.0,7.5,3,3,1
销售代表,宝创科技,西安-未央区,11-20k,大专,3-5年,宝创科技,50-99人,https://www.liepin.com/job/1969541789.shtml,物联网,15.5,4.0,2,0,4
研发总监,立达信,西安-高新区,35-60k,硕士,10年以上,立达信,10000人以上,https://www.liepin.com/job/1965231499.shtml,物联网,47.5,10.0,4,5,1
分公司/代表处负责人,立达信,西安-高新区,40-60k,硕士,10年以上,立达信,10000人以上,https://www.liepin.com/job/1965230499.shtml,物联网,50.0,10.0,4,5,1
研发中心负责人【西安-高新区】,立达信,西安-高新区,35-65k,硕士,5-10年,立达信,10000人以上,https://www.liepin.com/job/1961388145.shtml,物联网,50.0,7.5,4,5,1
硬件工程师,西安忠德智能科技有限公司,西安,15-25k,大专,经验不限,西安忠德智能科技有限公司,500-999人,https://www.liepin.com/job/1956584733.shtml,物联网,20.0,0.5,2,3,2
高级Java开发工程师,东方智感(浙江)科技股份有限公司,西安-碑林区,14-20k,本科,5-10年,东方智感(浙江)科技股份有限公司 新三板上市,100-499人,https://www.liepin.com/job/1953552465.shtml,物联网,17.0,7.5,3,2,3
测试开发,北京海芯智能科技有限公司,西安-高新区,15-20k,统招本科,3-5年,北京海芯智能科技有限公司,50-99人,https://www.liepin.com/job/1948533551.shtml,物联网,17.5,4.0,3,0,4
职业经理人,西安华晨体育文化传播有限公司,西安,8-12k,本科,5-10年,西安华晨体育文化传播有限公司,100-499人,https://www.liepin.com/job/1945718485.shtml,物联网,10.0,7.5,3,2,3
总经理助理,西安德林齿科科技有限公司,西安,10-15k,本科,经验不限,西安德林齿科科技有限公司 融资未公开,50-99人,https://www.liepin.com/job/1943641853.shtml,物联网,12.5,0.5,3,0,4
大客户经理ka,群杰物联,西安,5-10k,大专,经验不限,群杰物联,1-49人,https://www.liepin.com/job/1936926605.shtml,物联网,7.5,0.5,2,0,4
嵌入式软件开发工程师,四川爱联科技股份有限公司,西安,11-22k,本科,5-10年,四川爱联科技股份有限公司 新三板上市,500-999人,https://www.liepin.com/job/1935358501.shtml,物联网,16.5,7.5,3,3,1
弱电与信息化工程经理,陕西明秦信息科技有限公司,西安,6-10k,大专,5-10年,陕西明秦信息科技有限公司,1-49人,https://www.liepin.com/job/1928459877.shtml,物联网,8.0,7.5,2,0,3
C/C++【大厂 稳定】,某深圳大型通信设备公司,西安-雁塔区,20-40k·16薪,统招本科,经验不限,某深圳大型通信设备公司 战略融资,10000人以上,https://www.liepin.com/a/70849651.shtml,物联网,30.0,0.5,3,5,2
技术支撑经理（西安）,某广州大型物联网公司,西安,16-21k·17薪,硕士,3-5年,某广州大型物联网公司 融资未公开,500-999人,https://www.liepin.com/a/70696519.shtml,物联网,18.5,4.0,4,3,1
客户经理（央企）,某大型知名通信设备公司,西安-雁塔区,15-23k·17薪,硕士,1-3年,某大型知名通信设备公司 融资未公开,500-999人,https://www.liepin.com/a/69914303.shtml,物联网,19.0,2.0,4,3,4
技术支撑经理（西安）,某广州大型物联网公司,西安,18-24k·17薪,硕士,3-5年,某广州大型物联网公司 融资未公开,500-999人,https://www.liepin.com/a/69887465.shtml,物联网,21.0,4.0,4,3,1
区域经理,某知名公司,西安-雁塔区,20-30k·14薪,硕士,3-5年,某知名公司 融资未公开,500-999人,https://www.liepin.com/a/69867031.shtml,物联网,25.0,4.0,4,3,1
